CustomerID,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Tech_Support,Paperless_Billing,Payment_Method,Customer_Service_Calls,Monthly_Increase_Rate,Churn
1091,69,85.90995061863516,3087.737996340534,One year,Fiber optic,No,Yes,Yes,Mailed check,9,10.765528842299368,0
1092,56,94.38235503189006,5709.2318466343095,Month-to-month,DSL,No,No,Yes,Bank transfer,1,0.6989566291266218,0
1093,33,141.20525841238242,258.18592270568143,Two year,Fiber optic,No,Yes,No,Bank transfer,4,9.915536433871912,0
1094,36,131.56688282701387,4602.864270457997,Two year,No,No,No,Yes,Bank transfer,7,10.481219495370464,1
1095,20,42.178146200813764,2742.7156957320485,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,5,13.165546597035139,1
1096,62,76.77851632011975,169.77156303960226,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,5,-2.01296159704464,1
1097,26,80.32005566553542,1604.0278413816777,One year,Fiber optic,No,No,No,Mailed check,0,-2.289309819313141,1
1098,66,122.58249451433838,7533.47492683817,Month-to-month,DSL,No,No,Yes,Credit card,1,-2.5580988893176415,0
1099,40,98.37607473870659,4217.076353490214,Two year,Fiber optic,Yes,Yes,No,Mailed check,2,2.186212181082472,0
1100,17,105.04866006377169,7978.09491657014,One year,No,No,No,Yes,Electronic check,6,4.788253283839595,0
1101,1,149.7659879965303,4246.052327881455,Month-to-month,DSL,No,No,Yes,Mailed check,9,4.232187100312338,1
1102,61,29.7448056511017,4397.097657093119,Month-to-month,Fiber optic,No,No,Yes,Electronic check,5,0.14097462799589167,0
1103,43,48.99127705938529,3195.559802169534,Two year,DSL,No,No,Yes,Mailed check,4,7.439592509269994,0
1104,42,73.02647185830108,2549.319307978173,Two year,Fiber optic,No,No,No,Electronic check,8,1.7654726140108812,0
1105,25,65.21171239635534,2087.209869750264,Two year,DSL,No,Yes,No,Credit card,9,2.321659761590398,0
1106,39,22.813922975107864,2813.0228674323234,Month-to-month,Fiber optic,No,No,Yes,Credit card,6,-2.889398743948146,0
1107,35,31.93108884125286,3732.823539113414,Two year,DSL,No,Yes,Yes,Credit card,8,6.844626701821513,0
1108,3,108.5239278824649,1616.7364068232416,One year,DSL,No,Yes,No,Credit card,2,8.105607504565825,1
1109,44,134.31218023713288,1876.5132252649973,One year,DSL,Yes,No,Yes,Electronic check,7,10.159004409231846,0
1110,51,86.84951146457709,2245.203672480669,Two year,DSL,Yes,No,Yes,Mailed check,8,13.08018426254354,0
1111,12,90.0948403367723,3649.153146253629,Month-to-month,Fiber optic,No,No,Yes,Credit card,1,10.320089113140325,0
1112,19,53.16214626820932,5257.22559783252,One year,DSL,No,Yes,No,Credit card,3,-0.2851266769986305,0
1113,44,119.82392727238248,6863.554587261669,Month-to-month,DSL,No,Yes,Yes,Mailed check,1,-0.2868968107126051,1
1114,59,117.73329635774333,2368.3415137784323,One year,DSL,No,No,No,Mailed check,6,13.301743911237939,0
1115,49,96.48753959829536,1551.4538886973553,Month-to-month,No,No,No,Yes,Bank transfer,3,10.802671388303455,0
1116,61,47.646357246474565,3092.8949723193846,Two year,Fiber optic,No,No,Yes,Mailed check,5,10.644928606218098,0
1117,17,32.61236837082163,7165.626303337661,Month-to-month,DSL,No,No,Yes,Mailed check,7,9.39427320221072,1
1118,57,28.351014861426364,177.8997538634018,One year,DSL,No,No,No,Mailed check,5,0.344039825075626,1
1119,55,97.05048866357411,5455.162066856189,Two year,DSL,No,No,No,Bank transfer,3,11.94820684814091,1
1120,47,127.254591488564,3869.564366651494,Two year,No,Yes,No,No,Mailed check,5,-2.142306438397479,0
1121,12,131.58295613152023,1372.2650981893723,One year,Fiber optic,Yes,No,Yes,Electronic check,0,2.0003521859580697,0
1122,62,80.27086966464847,2636.0700575682868,One year,No,No,No,Yes,Credit card,5,1.9294907987285903,1
1123,8,121.9552689098732,1877.1053466285675,Month-to-month,Fiber optic,No,No,Yes,Electronic check,9,6.202642834160695,1
1124,21,143.09442552433308,7034.874126331966,Month-to-month,DSL,Yes,No,Yes,Bank transfer,7,4.26887111991155,0
1125,70,55.77211462344884,3906.799733165423,One year,DSL,No,No,No,Bank transfer,3,4.196162661997411,1
1126,25,71.73484502949843,4548.444795192693,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,8,6.071448625591833,1
1127,12,141.09226903756849,4790.132192762463,Month-to-month,No,No,Yes,No,Bank transfer,5,3.3083690982425757,0
1128,15,63.97002575124703,5152.975284358613,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,5,-0.0003353736452886835,0
1129,59,138.80391774183352,4014.8899539698464,One year,No,No,No,Yes,Credit card,3,8.282414355346745,1
1130,26,147.53583209308056,241.200893606895,One year,DSL,Yes,No,No,Mailed check,7,10.81266757676805,1
1131,26,106.0353947146752,2744.30922662575,Month-to-month,DSL,Yes,No,Yes,Electronic check,4,4.579917576891788,0
1132,47,126.19573763554187,1552.5986016958304,Month-to-month,No,Yes,Yes,Yes,Electronic check,0,7.9896637342901435,1
1133,32,117.44092334874108,5473.128459002248,One year,DSL,No,No,Yes,Mailed check,6,5.707265636460722,0
1134,10,110.9394534900181,547.9667458233686,One year,Fiber optic,Yes,No,No,Bank transfer,7,-3.820071229257951,1
1135,16,59.90103948756023,4554.04678978199,One year,No,Yes,No,Yes,Mailed check,5,3.461693231282723,0
1136,71,27.422263928032685,1763.9906059669775,Two year,Fiber optic,Yes,No,Yes,Bank transfer,6,-4.802950009565254,0
1137,17,64.59672522755457,7595.8821238897835,Month-to-month,DSL,No,Yes,No,Credit card,6,8.23758556329516,1
1138,23,106.70167807650786,2750.7734432736306,Month-to-month,No,No,Yes,Yes,Electronic check,3,5.163229397692028,1
1139,26,33.328795769614175,2669.2474118596106,Month-to-month,DSL,Yes,No,Yes,Electronic check,3,-2.4633692964060616,0
1140,7,21.54933778717147,7394.738877126717,One year,Fiber optic,No,No,Yes,Credit card,0,5.843830641576764,0
1141,14,38.16000843838202,3397.048570402717,Two year,Fiber optic,No,No,Yes,Credit card,1,12.968520060559786,1
1142,7,113.04567043340339,7706.612440067363,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,2,1.8098152955523634,1
1143,9,146.46318121533773,290.9457818546776,One year,Fiber optic,Yes,No,No,Mailed check,4,14.647375324659329,1
1144,48,147.79841094992668,2520.1221440969557,One year,Fiber optic,Yes,No,Yes,Bank transfer,9,14.187598134843348,1
1145,59,84.21728938822443,5362.924386104806,Two year,No,No,No,Yes,Bank transfer,8,10.70619684912977,0
1146,39,133.01579912900516,7137.770019768344,Two year,Fiber optic,No,No,Yes,Electronic check,4,11.275999556379109,0
1147,18,115.78743924769553,2125.6041847654433,One year,No,Yes,No,Yes,Bank transfer,5,3.2109072039968467,0
1148,59,85.13523080799844,7450.772976512979,One year,No,Yes,No,Yes,Mailed check,6,3.0508219059418025,0
1149,17,94.45886928416128,4793.559585343586,Two year,No,No,Yes,Yes,Bank transfer,3,14.087947165339855,0
1150,14,37.83952906019324,6427.965121263536,Two year,Fiber optic,No,No,Yes,Electronic check,7,2.3239249910728415,1
1151,31,141.89598988015695,3237.937704024488,One year,DSL,No,Yes,Yes,Mailed check,5,-3.062542218539135,1
1152,24,65.75087019513097,1776.2250222782993,One year,Fiber optic,Yes,No,Yes,Mailed check,0,-1.9459782361746991,0
1153,60,77.99940333943204,7298.7597820367755,One year,Fiber optic,No,No,Yes,Electronic check,5,9.207979303858442,1
1154,45,107.31583002972684,7471.773360409127,One year,DSL,Yes,No,Yes,Electronic check,1,2.659618701792887,0
1155,3,63.40732129845201,4030.8436388176706,One year,No,No,No,Yes,Bank transfer,3,-1.0131432057561462,0
1156,37,53.05369092856097,151.3106263941264,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,3,11.275722573661277,1
1157,43,102.03642112512867,967.2853339961953,Two year,Fiber optic,Yes,No,No,Credit card,9,4.773469813465844,0
1158,40,23.247930696640427,4626.920885830602,One year,Fiber optic,No,No,No,Electronic check,9,6.352824095395686,1
1159,55,113.69426456346825,287.83594818490116,Two year,No,No,No,Yes,Credit card,4,-1.921012906997872,1
1160,39,86.82303808394627,3235.604199494893,One year,No,No,No,No,Electronic check,9,-1.1449159716812152,1
1161,15,98.74798496772146,2496.6225700188993,Two year,Fiber optic,Yes,No,No,Credit card,1,-2.4828792605238847,0
1162,4,102.14442070209506,5743.351375677417,Month-to-month,Fiber optic,No,No,Yes,Credit card,5,5.290855984688623,1
1163,25,88.51652034403328,539.0715162886887,One year,No,No,No,Yes,Electronic check,2,10.513140234545087,0
1164,13,95.72939106729568,3960.977024920571,One year,Fiber optic,No,No,No,Mailed check,8,9.645704877629486,1
1165,33,108.89246611568369,4675.002732017282,Month-to-month,DSL,No,No,Yes,Mailed check,5,0.22461641044423786,1
1166,16,117.90545013335763,4976.59950081568,Two year,Fiber optic,Yes,No,Yes,Credit card,2,12.03100375811275,0
1167,42,114.56881086719567,3300.745608933833,Month-to-month,DSL,No,No,No,Mailed check,2,-2.8867830371917313,1
1168,66,133.050139505194,2504.5054890934525,One year,DSL,No,No,No,Electronic check,4,-2.719000598337775,0
1169,55,44.62764631176236,5491.694966523475,Month-to-month,No,No,No,Yes,Credit card,5,11.986085652083666,1
1170,42,72.14923603393368,6795.79548000971,Two year,Fiber optic,No,Yes,No,Bank transfer,3,-0.11160877648206124,1
1171,34,143.2134885818794,5579.579338484742,Month-to-month,Fiber optic,No,No,Yes,Credit card,4,9.162316892801899,0
1172,30,71.55677467022286,7463.608687112051,One year,Fiber optic,No,No,No,Bank transfer,2,-4.818408161566481,0
1173,13,36.233109997769944,5766.381850327624,Month-to-month,DSL,No,No,Yes,Bank transfer,9,-3.1279782276169388,0
1174,13,88.30786642708334,6140.487998707585,One year,No,No,No,Yes,Credit card,3,7.185774174445662,1
1175,18,34.23382643208008,1426.4352531565019,Two year,No,No,No,No,Bank transfer,7,-1.3516809024419096,1
1176,32,46.37092103462248,3414.3631917610232,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,7,-4.435726273744756,1
1177,39,149.78143835422438,3931.937114552125,One year,No,No,No,Yes,Bank transfer,0,4.338935133666462,0
1178,46,90.37714299149715,2124.7159821274004,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,3,1.6104099855703735,0
1179,29,56.92759057525577,4275.464896814674,One year,DSL,Yes,No,Yes,Credit card,1,11.045138561662881,1
1180,62,149.3207440946078,2397.256359352595,One year,No,No,No,No,Bank transfer,3,11.376579822066084,0
1181,62,145.65265941216862,5531.266533154886,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,4,7.288462424183974,1
1182,57,77.29607534095426,3815.2789659550895,One year,Fiber optic,No,Yes,Yes,Mailed check,0,0.8606749269290503,0
1183,16,53.85240414242809,3724.5749387253813,One year,Fiber optic,No,No,No,Mailed check,4,4.23253302524901,0
1184,56,128.9919529519847,7870.7759951592125,Month-to-month,DSL,No,Yes,Yes,Credit card,6,9.045120542092189,1
1185,10,113.03069320633215,3200.3143034863065,One year,DSL,No,No,Yes,Credit card,4,-3.613828936893966,0
1186,30,109.30238655045635,2962.1339174575896,Month-to-month,DSL,No,Yes,Yes,Bank transfer,6,1.6499417665625016,1
1187,25,136.10478637192142,2616.9745331329696,Two year,No,No,No,Yes,Electronic check,8,11.447394018183438,1
1188,5,109.6242274032722,7168.518845708805,Two year,No,No,No,Yes,Bank transfer,7,3.1205708449403566,1
1189,65,56.89373259540139,4024.118226175608,Month-to-month,No,No,Yes,Yes,Bank transfer,0,7.493360226309317,1
1190,49,110.2022110438452,4840.11437209702,Month-to-month,DSL,Yes,No,No,Credit card,9,-3.0733126172945924,1
1191,3,59.75575646687631,1528.4659841189205,Month-to-month,Fiber optic,No,No,Yes,Credit card,9,10.540919503681042,1
1192,45,118.70106735540935,4373.444644038923,Two year,Fiber optic,Yes,Yes,No,Bank transfer,1,-2.9906902012551617,0
1193,14,100.56722108390358,2269.7207236610575,Two year,DSL,No,No,No,Mailed check,5,12.230505090055143,1
1194,30,30.063501758017576,5872.031677976732,Month-to-month,No,No,No,Yes,Credit card,4,-2.8679791022062373,1
1195,68,86.66859711656846,6676.973955459819,One year,No,No,No,No,Bank transfer,0,12.817855263393533,0
1196,18,64.62912599544632,5747.004467837093,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,1,2.275397484542969,1
1197,62,62.71418225519825,5868.928913535033,One year,Fiber optic,No,Yes,No,Bank transfer,2,7.490614635486175,0
1198,37,98.29331930904344,4148.550162544185,Two year,Fiber optic,No,No,Yes,Electronic check,9,11.931011032769156,0
1199,25,61.90222718102524,5725.732645039669,One year,Fiber optic,No,No,Yes,Electronic check,4,-4.7951715801886685,1
1200,48,120.99618726663344,3439.2267905144663,Two year,DSL,No,No,No,Electronic check,6,0.3138632281260918,0
1201,65,29.202886681452675,5246.764312883943,One year,No,No,No,No,Bank transfer,5,13.166766425850515,0
1202,53,105.85047281145731,2146.409759952066,Month-to-month,DSL,Yes,Yes,Yes,Credit card,2,2.76352121169624,0
1203,15,125.19532447537637,651.0803972648802,One year,DSL,No,No,Yes,Mailed check,5,9.127518515952492,1
1204,49,107.46811968965591,3366.4387865635513,One year,DSL,No,Yes,No,Mailed check,3,-2.1997588769299514,1
1205,68,84.63979535259945,3748.0474306658707,Two year,Fiber optic,No,No,Yes,Bank transfer,2,8.567432028225257,0
1206,12,143.53991178570357,2125.6165496906506,Month-to-month,No,No,No,Yes,Bank transfer,3,-3.5367800894791346,0
1207,59,58.992003673748265,5848.905195417177,One year,DSL,Yes,No,Yes,Electronic check,7,9.346502795293341,0
1208,37,22.49182537824711,681.0487839126057,One year,Fiber optic,No,No,No,Credit card,0,1.476099087735574,1
1209,61,76.15861829024732,1859.7117625955898,One year,DSL,Yes,Yes,No,Bank transfer,2,4.316953119065328,1
1210,43,24.29155166704254,6013.661275783652,Month-to-month,DSL,No,Yes,No,Mailed check,9,-1.674796380658885,1
1211,70,144.01177782843314,3553.281762546098,Two year,Fiber optic,Yes,No,Yes,Bank transfer,7,7.55698035468421,0
1212,39,47.289345947246694,5671.740629910569,Month-to-month,Fiber optic,Yes,No,No,Credit card,9,1.751352575619471,1
1213,56,122.56051311335433,4583.138434490411,Month-to-month,Fiber optic,No,No,Yes,Credit card,8,2.66750012098713,1
1214,63,120.69437081266743,7610.6307249791635,Two year,Fiber optic,No,No,No,Bank transfer,2,8.043858499082726,0
1215,46,48.304756958781354,4822.587078510381,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,8,-1.422766775548987,0
1216,11,100.75944896242174,217.46489732960566,Month-to-month,DSL,Yes,No,Yes,Credit card,9,12.040177871444872,1
1217,62,26.250265903238528,2887.7310689842384,One year,DSL,No,Yes,No,Credit card,9,9.785728111524413,0
1218,25,82.86469614150278,1230.1793894171908,Month-to-month,DSL,No,No,Yes,Electronic check,3,6.554600062763251,1
1219,71,21.904126545423274,7404.606053021856,Two year,No,Yes,Yes,Yes,Bank transfer,3,-2.4333386583510253,0
1220,52,139.74870442350942,921.6983888521346,One year,DSL,Yes,No,Yes,Bank transfer,6,8.74219388800492,0
1221,4,146.89118314594432,3162.882638735591,One year,DSL,Yes,No,No,Bank transfer,5,-4.638012558209478,0
1222,59,48.896759663016084,1886.1836296508682,Month-to-month,No,No,No,Yes,Mailed check,9,11.087916030678876,1
1223,20,47.05378449752846,6789.103724134194,Month-to-month,DSL,No,No,Yes,Electronic check,2,1.075953936121838,0
1224,63,117.98362295307685,2537.6753309524443,One year,Fiber optic,No,No,Yes,Credit card,7,-2.6557689893930747,0
1225,54,52.93932184781348,7935.958516826896,One year,Fiber optic,Yes,No,No,Electronic check,4,-1.7102209188760642,0
1226,57,136.35995269103984,405.071184336782,Two year,DSL,Yes,No,Yes,Mailed check,1,14.262687970168013,0
1227,41,94.6107876959877,1113.3865024542702,Month-to-month,DSL,No,No,No,Electronic check,9,10.476608357016614,0
1228,3,65.60109099134058,1874.646333789962,One year,No,No,No,No,Mailed check,2,-0.24256053327199645,1
1229,6,128.25018702542462,6507.737717581259,Month-to-month,DSL,No,No,Yes,Electronic check,6,14.269324869258892,1
1230,5,84.14287105374137,7040.285951605724,One year,No,No,No,No,Electronic check,9,-2.197646586749129,1
1231,5,138.51227878210182,664.4659068144366,One year,Fiber optic,No,No,Yes,Electronic check,8,9.670544238028826,1
1232,54,140.64185077481955,356.4351199219836,Month-to-month,DSL,No,Yes,Yes,Bank transfer,0,8.134792537046938,1
1233,47,41.50461977669321,5981.999171126176,One year,No,No,No,Yes,Credit card,5,11.429535447711533,0
1234,49,20.302042797150936,1153.4808533535465,Month-to-month,Fiber optic,No,No,Yes,Electronic check,8,2.6339744134641174,1
1235,9,147.9110222185123,1150.6888378896497,One year,Fiber optic,Yes,Yes,No,Bank transfer,6,3.036709166215527,0
1236,20,137.79787969657232,276.6956225059912,One year,Fiber optic,No,No,No,Bank transfer,2,7.491340368855797,0
1237,61,27.207880641499383,493.48223290903275,Month-to-month,No,No,No,No,Bank transfer,6,2.9641151393044325,0
1238,35,128.2944543123391,2183.036122904364,Two year,Fiber optic,No,Yes,No,Mailed check,1,-4.172982145955764,1
1239,50,79.51464123269686,613.5433663453698,One year,DSL,No,No,Yes,Electronic check,9,9.59416063623481,1
1240,62,53.66500865324678,3014.144824108277,Two year,Fiber optic,Yes,No,Yes,Credit card,1,7.818921261102542,0
1241,17,134.2370480780009,6678.922746696057,Month-to-month,DSL,Yes,No,Yes,Electronic check,0,3.47425625511962,0
1242,3,45.566740210739944,2677.930032840582,Two year,No,No,No,No,Electronic check,2,1.0565912176023895,0
1243,32,143.1489999246087,5849.889884377036,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,0,1.4145167665473668,1
1244,13,46.73079340091434,841.8887221651377,One year,Fiber optic,No,No,No,Bank transfer,7,9.82057247423593,1
1245,68,99.77881440473666,5309.063980613993,Two year,DSL,No,No,No,Electronic check,7,9.583217579590855,1
1246,14,49.00122348876673,2602.3027477337364,Month-to-month,DSL,No,No,No,Bank transfer,3,11.378368406825,1
1247,11,90.93692644592252,6023.047741706601,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,0,10.24360856472218,0
1248,56,108.91676688896837,1176.3909110454167,Two year,DSL,No,No,Yes,Bank transfer,1,10.158884042121304,0
1249,67,44.72963100661788,7193.278684339407,One year,No,No,No,Yes,Credit card,1,0.03546468110863188,0
1250,29,87.7151517510883,2016.3599028936992,One year,Fiber optic,Yes,Yes,No,Bank transfer,1,-2.9677489080247232,1
1251,9,80.97776677071548,2889.7885669212938,Month-to-month,Fiber optic,No,No,Yes,Electronic check,8,10.235045320720344,1
1252,67,29.23486478243436,7606.4276154625295,One year,DSL,No,No,No,Bank transfer,6,-3.027639606884942,0
1253,25,126.38001629778938,4670.010641873786,Month-to-month,DSL,No,No,No,Mailed check,8,14.642228105899598,1
1254,42,63.63871208356942,2989.5949998078736,Two year,Fiber optic,No,No,Yes,Mailed check,9,12.501785349000137,1
1255,9,94.69568568174434,7601.85696156569,One year,DSL,Yes,No,Yes,Mailed check,9,5.669232038423743,1
1256,40,86.92195054130747,2699.711593431253,Two year,No,No,No,Yes,Bank transfer,1,2.0436713020432284,0
1257,25,86.72386559415749,849.4786301339202,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,4,5.53686071894858,0
1258,5,33.93891124710337,7975.106214089416,Two year,DSL,Yes,No,No,Electronic check,0,9.686036662067414,0
1259,11,75.05266120241326,2215.974872415419,One year,Fiber optic,Yes,No,Yes,Bank transfer,1,10.126599571212289,0
1260,59,78.80767869685413,6824.9370047268985,Two year,DSL,Yes,No,Yes,Bank transfer,3,-3.5266800270016474,0
1261,38,115.3735692473783,1407.7722791023893,Month-to-month,DSL,No,Yes,Yes,Credit card,9,11.097081897896345,1
1262,5,129.2024481496908,5877.696377041287,Two year,DSL,Yes,Yes,Yes,Bank transfer,0,7.829941634103111,0
1263,48,90.84769615300233,4243.150216330791,One year,DSL,Yes,No,Yes,Mailed check,7,-4.188407721895944,1
1264,18,31.28178402844876,7849.161810492024,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,5,1.263224116275805,0
1265,70,50.790431177551014,4467.359813129956,One year,No,No,No,Yes,Credit card,0,5.2128273738863165,1
1266,37,41.44142349085504,297.61969993774755,Month-to-month,DSL,No,No,No,Bank transfer,8,-1.2309701558905006,0
1267,60,36.19995821458622,4870.636118030295,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,0,-1.895189422508905,0
1268,48,67.56690882031498,1248.0000050593458,Month-to-month,No,No,No,Yes,Credit card,3,-4.714376708053425,1
1269,28,49.82115528006966,6408.4732307284885,One year,Fiber optic,No,No,No,Credit card,4,13.23101266902517,1
1270,69,48.3794045354966,6866.8887522702025,One year,DSL,No,No,Yes,Credit card,8,-3.8778408993962543,0
1271,40,27.110112694914797,3908.538798478243,One year,Fiber optic,No,No,Yes,Credit card,1,2.3202284292805793,1
1272,45,22.297105823406405,6287.449510713159,Month-to-month,DSL,Yes,No,Yes,Credit card,8,-0.884567254570201,0
1273,62,33.35987154447163,1246.3748103046805,Two year,Fiber optic,No,No,No,Electronic check,0,9.820662044147227,0
1274,58,42.3856723250723,3987.417673631604,Two year,Fiber optic,No,Yes,Yes,Credit card,3,9.143693149630687,0
1275,67,76.02788475026641,3212.1596910556186,Month-to-month,Fiber optic,No,No,Yes,Credit card,6,11.124448239239623,0
1276,56,86.3676339688498,4929.407357719343,Month-to-month,DSL,No,No,Yes,Electronic check,3,7.336166024899695,1
1277,40,38.27694936253752,451.36979154496385,One year,DSL,Yes,No,Yes,Mailed check,7,6.833063206666701,0
1278,40,75.22183439814421,6041.770422164156,Two year,DSL,No,Yes,Yes,Mailed check,6,3.1422143094376906,1
1279,33,64.42734950237055,725.121386850001,One year,No,No,No,No,Mailed check,5,7.727174002177364,1
1280,6,43.845073654734286,5286.124988488303,One year,No,Yes,No,No,Mailed check,4,-2.6958883006649392,0
1281,19,20.88929725928726,245.81208176555936,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,9,8.690256984043694,1
1282,40,80.71232264782643,6671.9157036781635,Two year,DSL,No,No,Yes,Bank transfer,2,-2.9220448427382406,0
1283,59,109.13472740447591,1480.1270787678725,One year,Fiber optic,Yes,No,Yes,Credit card,7,12.234798050653325,0
1284,59,49.41605343869492,4172.430060218225,Month-to-month,No,Yes,Yes,Yes,Credit card,3,5.1136561165411045,0
1285,48,37.134887886568315,2165.7939394481928,Month-to-month,No,Yes,No,No,Mailed check,7,5.6071380907128106,1
1286,41,135.31555677810502,5808.912896282441,One year,Fiber optic,Yes,No,Yes,Mailed check,0,6.697152044104717,0
1287,13,55.75322042341371,2638.673691498798,One year,DSL,Yes,Yes,Yes,Electronic check,1,10.521049979577143,1
1288,45,49.06964057304642,5824.412629347706,One year,No,No,No,Yes,Electronic check,1,4.569412417443349,1
1289,53,131.42260214928905,2350.4825340002644,Two year,Fiber optic,Yes,No,Yes,Electronic check,5,3.55176147294644,0
1290,42,126.22392289167897,6044.537418392504,Month-to-month,Fiber optic,No,No,Yes,Mailed check,4,0.766669135458045,0
1291,63,78.28504116820237,341.78342106154344,Two year,Fiber optic,Yes,Yes,No,Electronic check,9,-2.4392129856481737,0
1292,27,83.6010519856107,2338.1595494534026,One year,Fiber optic,No,Yes,Yes,Credit card,9,-1.193149178479338,1
1293,38,48.30733162842286,4039.2047008782033,One year,Fiber optic,No,No,Yes,Mailed check,6,-4.989443126283353,0
1294,60,30.179217162342475,455.97069716583127,Two year,Fiber optic,No,No,Yes,Bank transfer,1,12.388432955713348,0
1295,7,94.54613729623594,1569.6690848331014,One year,Fiber optic,No,No,No,Mailed check,8,10.299167897977636,1
1296,5,32.7848398067277,7482.842154965506,Month-to-month,No,No,No,Yes,Bank transfer,1,-0.6263514236208723,1
1297,45,78.40569110436448,7816.990694923495,Two year,Fiber optic,No,Yes,Yes,Bank transfer,0,-4.952198188089893,1
1298,58,142.2646358066914,5944.024584384836,One year,DSL,No,No,Yes,Mailed check,1,4.8423260972407824,1
1299,31,143.86847059217598,2092.3803998736116,One year,Fiber optic,Yes,Yes,Yes,Electronic check,2,3.2514639863014096,1
1300,23,51.11319725115662,2158.087818944155,Two year,Fiber optic,No,Yes,Yes,Credit card,5,10.520132426841172,0
1301,42,101.13474460593507,5201.743826581076,One year,No,No,No,Yes,Mailed check,6,3.0579101339503563,0
1302,10,81.62991433402149,1029.036971129744,One year,No,No,No,Yes,Electronic check,5,12.282256150475167,1
1303,32,133.83906658619378,7591.644105399896,Two year,DSL,No,No,Yes,Bank transfer,0,-3.083235418694943,0
1304,53,55.28601235588692,1876.021906130458,One year,DSL,No,No,Yes,Bank transfer,8,2.31716172505096,0
1305,30,20.48131288821419,7997.121440861006,Month-to-month,DSL,Yes,Yes,No,Bank transfer,7,13.678817973374613,1
1306,39,41.13295677108396,4016.2969828894375,Two year,Fiber optic,No,No,Yes,Bank transfer,1,-4.765407553462424,0
1307,31,65.43796415202175,6194.296913044197,Month-to-month,Fiber optic,No,No,Yes,Mailed check,0,2.815788480138492,0
1308,2,61.04374687016352,117.25434659390214,Two year,DSL,No,No,Yes,Credit card,6,0.1940652013306181,1
1309,12,122.87717948597518,7121.096597537971,Two year,No,No,No,No,Bank transfer,2,5.637214448861563,1
1310,39,108.47288659804892,2233.0161537665854,Month-to-month,Fiber optic,No,Yes,No,Electronic check,2,0.5753360055725594,1
1311,66,58.94232154993664,5376.700281929716,Month-to-month,DSL,Yes,No,No,Electronic check,9,12.398160909229446,1
1312,13,79.50669623160775,6470.206718269358,Month-to-month,Fiber optic,No,No,Yes,Credit card,8,13.742765057065483,0
1313,46,32.42268351458358,1396.7671504161162,One year,Fiber optic,No,No,No,Credit card,1,11.982685941478813,0
1314,27,136.7590378266131,3595.8249025009086,Two year,DSL,No,No,Yes,Credit card,4,2.971356904558986,0
1315,17,141.60522717830943,4001.303931150195,One year,Fiber optic,No,No,Yes,Bank transfer,3,14.798675310723976,0
1316,60,147.37445959952197,2565.743776179716,Month-to-month,No,No,No,Yes,Mailed check,0,9.700726332483834,1
1317,64,132.91186800215888,3905.8710548589534,One year,DSL,No,Yes,Yes,Bank transfer,5,2.1121787325723806,1
1318,35,42.61491540050932,2608.6106954771703,Two year,Fiber optic,No,Yes,Yes,Bank transfer,5,-3.1261435760240985,0
1319,70,26.00554281621175,2949.907185936153,Month-to-month,DSL,No,No,Yes,Electronic check,0,8.340928327634575,0
1320,30,95.34757456364761,5387.7163117516375,Two year,No,Yes,Yes,Yes,Mailed check,6,9.571348884636702,0
1321,71,138.63865349480437,5097.486819609477,Month-to-month,Fiber optic,No,No,No,Mailed check,5,-2.55081734223078,0
1322,63,43.05567701576657,1934.8992338004493,Two year,DSL,No,No,Yes,Electronic check,3,5.994727035925155,0
1323,28,20.915578901138442,7190.114789883854,Month-to-month,No,No,No,Yes,Electronic check,6,14.741759681076406,0
1324,60,124.71448598419177,6916.029510803986,Month-to-month,Fiber optic,Yes,No,No,Electronic check,2,1.5248420499827375,1
1325,37,29.983438957275418,4121.758122850618,Two year,No,No,No,No,Credit card,9,1.0379004486572763,1
1326,22,73.78178414830396,3522.680867296428,One year,Fiber optic,No,No,Yes,Mailed check,5,13.066043321859286,1
1327,68,108.25535383454205,3077.1622655744595,Month-to-month,Fiber optic,No,No,No,Electronic check,5,-2.6516791066988876,1
1328,20,50.78368610930342,5687.416557464869,Two year,DSL,No,No,Yes,Electronic check,9,13.670550067504674,0
1329,68,30.915133248074472,5406.1618519548165,One year,Fiber optic,No,No,Yes,Electronic check,5,10.589741205469787,1
1330,64,120.10275969925773,1649.8267948100315,Month-to-month,DSL,No,No,No,Bank transfer,2,2.8168081786583965,0
