Campaign_ID,Product_Category,Platform,Content_Type,Views,Likes,Shares,Comments,Engagement_Rate,Baseline_Sales_EUR,Post_Campaign_Sales_EUR,Sales_Increase_Pct,ROI_Pct,Went_Viral
CAMP_167,Home & Living,Instagram Reels,Comedy,5247151.2,442811,106274,35424,11.139549399681869,23912.368316087723,62023.41159899565,159.37795361435465,357.60439369779886,True
CAMP_168,Home & Living,TikTok,Behind-the-Scenes,6345454.5,388821,52490,31105,7.444951342728878,36338.07338633702,66786.15917732529,83.79113957768779,222.688619388677,True
CAMP_169,Beauty,TikTok,Unboxing,2670342.0,197255,32547,15780,9.19664971752682,37205.63087041202,60036.538866541996,61.36412005927411,182.25117536709675,True
CAMP_170,Home & Living,YouTube Shorts,Comedy,759662.0,62528,15006,5002,10.864831991069712,43032.67002259051,50731.06833101639,17.88965988953165,92.18326552159274,False
CAMP_171,Fitness,YouTube Shorts,Challenge,492061.0,47856,12921,3828,13.129469720217616,40265.432151397385,47316.19405914478,17.5107071525686,101.72309333428558,False
CAMP_172,Home & Living,Instagram Reels,Unboxing,4977676.8,442371,72991,35389,11.064418646063963,14633.754271210306,28850.05551032331,97.14732785339591,279.25892484411855,True
CAMP_173,Home & Living,YouTube Shorts,Behind-the-Scenes,3698966.0,173853,23470,13908,5.710541810873633,31650.66314704441,43976.443091571375,38.94319650511954,146.40916331186273,False
CAMP_174,Electronics,YouTube Shorts,Behind-the-Scenes,1706671.0,141242,19067,11299,10.055130719394658,40834.1643416396,52766.71853482523,29.221986994399472,179.0659594077615,False
CAMP_175,Electronics,Instagram Reels,Tutorial,987360.0,69857,13622,5588,9.02072192513369,12316.818422351931,14126.894784693823,14.695973426522695,13.384033883619868,False
CAMP_176,Fitness,YouTube Shorts,Comedy,4728394.0,336742,80818,26939,9.400633703536549,15203.44960522528,35538.12259076798,133.75038898115506,387.6321034236027,True
CAMP_177,Food & Beverage,TikTok,Behind-the-Scenes,2821222.5,295156,39846,23612,12.711298027716708,40816.29671231173,77474.07138673356,89.81161356406074,387.54276129347727,True
CAMP_178,Fitness,Instagram Reels,Comedy,3312751.1999999997,351487,84356,28118,14.005307733342608,28055.48097318702,58778.69889411202,109.50879063626667,237.2798219675369,True
CAMP_179,Home & Living,YouTube Shorts,Review,3536669.0,284336,42650,22746,9.888739941453384,19202.147321257355,28976.963577582996,50.90480815916158,71.45049794683797,True
CAMP_180,Fitness,TikTok,Comedy,7226239.5,749120,179788,59929,13.683977676078962,40403.763137523885,146850.550207116,263.4576059345635,1310.9985358208257,True
CAMP_181,Fashion,Instagram Reels,Challenge,4880563.2,278428,75175,22274,7.701508711125797,36066.6730150354,77166.28414398144,113.9545394492376,301.2376781082005,True
CAMP_182,Food & Beverage,Instagram Reels,Tutorial,2990719.1999999997,491180,95780,39294,20.93991304833968,43791.3291246755,141068.8347312078,222.13873739611716,863.752000724143,True
CAMP_183,Electronics,TikTok,Review,6862812.0,670673,100600,53653,12.020233105613269,10049.273406657036,23708.61723138615,135.9236958930844,123.35649129615555,True
CAMP_184,Electronics,TikTok,Behind-the-Scenes,4386448.5,200845,27114,16067,5.563179414964066,12568.357483005364,17143.734517012406,36.40393774758365,59.4982610724485,False
CAMP_185,Food & Beverage,TikTok,Tutorial,1242769.5,76299,14878,6103,7.827678423070409,37218.26505437301,48360.80792037546,29.938372596691586,75.55803882307227,False
CAMP_186,Fitness,YouTube Shorts,Comedy,2429877.0,225964,54231,18077,12.275189237973775,46312.74611938561,87366.41590045475,88.64442992700207,328.64977994845776,True
CAMP_187,Beauty,TikTok,Review,5161389.0,767324,115098,61385,18.28591102123866,29955.526138054243,94949.44163614,216.96803187015374,540.5056869862632,True
CAMP_188,Fashion,Instagram Reels,Review,5415379.2,247988,37198,19839,5.632569553024099,13514.659965793335,21077.560606516094,55.96071717575623,141.83901999119803,True
CAMP_189,Electronics,Instagram Reels,Behind-the-Scenes,4718578.8,247945,33472,19835,6.384379974750025,32701.633930462325,48009.70081173996,46.81132115242053,117.7012412303143,False
CAMP_190,Fashion,Instagram Reels,Review,1792460.4,86693,13003,6935,5.948862245436497,33791.06549507745,41149.12880372417,21.77517400189296,66.11349854574014,False
CAMP_191,Beauty,Instagram Reels,Review,1630208.4,223496,33524,17879,16.86281336791051,42069.123322791675,65824.70088031174,56.46796434345962,180.67480845289015,True
CAMP_192,Food & Beverage,Instagram Reels,Challenge,2302404.0,354708,95771,28376,20.79804413126454,35743.107807861,108388.51950563655,203.24313176203052,589.8508424644369,True
CAMP_193,Food & Beverage,Instagram Reels,Behind-the-Scenes,3994032.0,523990,70738,41919,15.939957416465367,44871.34266368807,104041.17091750384,131.865517591696,400.91619489324904,True
CAMP_194,Electronics,TikTok,Comedy,3326217.0,283656,68077,22692,11.256782104114073,11746.466308294448,20735.24931822242,76.52329452969859,172.57542043075597,True
CAMP_195,Food & Beverage,Instagram Reels,Comedy,1007222.3999999999,180856,43405,14468,23.701716721153147,29731.073871351982,52294.83974276881,75.8928721143794,249.8032888658399,True
CAMP_196,Home & Living,TikTok,Behind-the-Scenes,3996225.0,127236,17176,10178,3.868400803258075,28504.918269572652,36369.04074285155,27.588651189620823,64.08344756257974,False
CAMP_197,Home & Living,TikTok,Review,1014067.5,75163,11274,6013,9.116750117718988,49505.98254944231,55882.40606005868,12.880106973431221,46.64430577278533,False
CAMP_198,Beauty,Instagram Reels,Comedy,3770634.0,337665,81039,27013,11.820744203759897,44936.92952326642,120992.85548680602,169.25038441747805,825.1513418657734,True
CAMP_199,Fashion,YouTube Shorts,Unboxing,4493778.0,281797,46496,22543,7.8071502419567675,34918.66334253931,62262.94320443564,78.30849535578997,221.74998856420706,True
CAMP_200,Food & Beverage,Instagram Reels,Review,3626377.1999999997,613162,91974,49052,20.79728495976646,30504.608208232206,87373.2354382298,186.42634857591975,999.2154486659691,True
